source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type
AgCensus2015-16 T14-16 All/Large/area/MvF,AgCensus2015-16,T14-16,All,Large,area,MvF,gender,men,women,6,6,0,0,diff,a,,,,percent,SYNTHETIC,23.33,6.86,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Karnataka/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Karnataka,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,17.03,34.34,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Karnataka/Small/area/SCvsOthers,AgCensus2015-16,T2-4,Karnataka,Small,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,19.26,32.37,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Karnataka/Small/area/STvsOthers,AgCensus2015-16,T2-4,Karnataka,Small,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,31.97,55.64,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Karnataka/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Karnataka,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,25.76,38.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Karnataka/Small/number/STvsOthers,AgCensus2015-16,T2-4,Karnataka,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,16.66,26.67,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,Kerala,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,19.95,38.29,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Kerala,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,30.58,45.54,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Kerala,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,12.25,35.0,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Kerala,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,10.66,25.55,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All/area/MediumvsLarge,AgCensus2015-16,T2-4,Kerala,All,area,MediumvsLarge,landholding,medium operated area,large operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,34.1,38.0,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All/area/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Kerala,All,area,Semi-mediumvsLarge,landholding,semi-medium operated area,large operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,27.88,31.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Kerala,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,44.51,24.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Kerala,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,35.45,18.27,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Kerala,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,27.86,11.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Kerala,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,47.58,26.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Kerala,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,34.11,49.05,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Kerala,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,34.02,9.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Kerala,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,26.73,11.19,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Kerala,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,35.91,12.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Kerala,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,24.33,9.88,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Kerala,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,57.66,34.35,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Kerala,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,39.06,15.96,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Kerala,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,34.62,18.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Kerala,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,2,2,0,0,equal,c,,,,percent,SYNTHETIC,22.29,26.61,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Kerala,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,33.72,53.72,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Kerala,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,percent,SYNTHETIC,26.64,28.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Kerala,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,22.74,36.84,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Kerala,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,32.01,45.2,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Kerala/Small/number/STvsOthers,AgCensus2015-16,T2-4,Kerala,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,32.32,43.07,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,25.15,48.15,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,31.39,48.6,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/area/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,All,area,Semi-mediumvsMedium,landholding,semi-medium operated area,medium operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,29.44,30.47,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/area/SmallvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,All,area,SmallvsMedium,landholding,small operated area,medium operated area,4,0,0,4,equal,c,,,,percent,SYNTHETIC,18.95,23.38,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,4,4,0,0,equal,c,,,,percent,SYNTHETIC,26.75,30.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Madhya Pradesh,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,28.63,17.35,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,38.44,22.17,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,46.38,30.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Madhya Pradesh,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,28.31,7.74,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,34.84,14.71,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,35.06,22.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Large/number/SCvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Large,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,18.02,33.8,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Large/number/SCvsST,AgCensus2015-16,T2-4,Madhya Pradesh,Large,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,10.88,32.91,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Large/number/STvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Large,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,5.11,24.1,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,6.3,27.1,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,10.1,29.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Medium/number/SCvsST,AgCensus2015-16,T2-4,Madhya Pradesh,Medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,,,,percent,SYNTHETIC,23.96,34.97,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,22.97,39.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,SC,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,4,4,0,0,equal,c,,,,percent,SYNTHETIC,32.92,35.76,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Madhya Pradesh,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,50.7,26.59,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,52.51,28.7,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,43.49,21.32,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Madhya Pradesh,SC,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,44.76,26.92,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,Madhya Pradesh,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,33.75,20.11,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,37.37,16.63,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,51.54,28.14,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,50.09,25.44,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,36.24,16.87,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,35.72,15.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,44.26,26.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,47.8,27.03,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,28.94,5.64,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,33.55,20.85,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Madhya Pradesh,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,51.7,28.83,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,31.54,56.47,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Madhya Pradesh,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,,,,percent,SYNTHETIC,32.82,53.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,29.97,40.67,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,9.3,31.35,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Madhya Pradesh/Small/number/STvsOthers,AgCensus2015-16,T2-4,Madhya Pradesh,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,25.27,45.66,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All Classes/area/SCvsST,AgCensus2015-16,T2-4,Maharashtra,All Classes,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,32.38,33.86,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Maharashtra,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,22.48,34.18,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Maharashtra,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,28.36,28.7,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Maharashtra,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,34.63,58.26,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All/area/MarginalvsMedium,AgCensus2015-16,T2-4,Maharashtra,All,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,4,4,0,0,equal,c,,,,percent,SYNTHETIC,20.87,24.05,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,4,4,0,0,equal,c,,,,percent,SYNTHETIC,31.58,36.01,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Maharashtra,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,21.91,8.18,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,37.92,22.58,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Maharashtra/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Maharashtra,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,30.56,11.55,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
