source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T14-16 All/Large/area/MvF,AgCensus2015-16,T14-16,All,Large,area,MvF,gender,men,women,6,6,0,0,diff,a,,,,percent,SYNTHETIC,41.11,22.49,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,Maharashtra,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,68.74,50.51,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Maharashtra,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,53.02,34.42,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,68.75,47.38,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/area/SmallvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,area,SmallvsMedium,landholding,small operated area,medium operated area,1,0,0,1,equal,c,,,,percent,SYNTHETIC,49.66,51.04,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,49.6,24.88,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,80.17,56.98,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,42.38,27.24,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,4,4,0,0,equal,c,,,,percent,SYNTHETIC,30.75,31.4,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Maharashtra,ST,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,58.1,33.69,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,67.63,55.78,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Maharashtra,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,57.54,45.9,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,57.75,37.04,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,50.09,31.2,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,42.74,46.13,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,38.66,66.05,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,percent,SYNTHETIC,46.32,51.29,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,22.43,49.65,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Maharashtra/Small/area/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Small,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,percent,SYNTHETIC,20.87,21.07,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Maharashtra/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Maharashtra,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,38.74,62.62,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Maharashtra/Small/number/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,6,6,0,0,equal,c,,,,percent,SYNTHETIC,59.96,60.38,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Maharashtra/Small/number/STvsOthers,AgCensus2015-16,T2-4,Maharashtra,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,59.85,83.33,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,38.36,49.06,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Manipur,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,57.46,73.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Manipur,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,25.88,41.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Manipur,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,21.03,21.48,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Manipur/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Manipur,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,84.53,59.48,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Manipur,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,59.56,35.21,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Manipur,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,56.79,42.24,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Manipur,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,51.1,25.82,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Manipur,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,61.85,37.35,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Manipur,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,70.25,50.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Manipur,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,65.07,46.97,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,39.26,52.46,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Manipur,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,37.06,47.2,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Manipur,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,44.23,65.51,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,64.3,46.63,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,62.58,37.51,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,59.77,34.08,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,58.11,34.82,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Manipur,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,79.32,50.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Manipur,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,36.9,25.25,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Manipur,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,69.88,53.75,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,27.82,44.93,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Manipur,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,,,,percent,SYNTHETIC,26.82,41.47,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Manipur,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,,,,percent,SYNTHETIC,57.12,43.84,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Manipur/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,35.07,48.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Manipur/Small/number/SCvsST,AgCensus2015-16,T2-4,Manipur,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,36.41,53.07,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Meghalaya/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Meghalaya,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,52.6,79.69,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Meghalaya/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,,,,percent,SYNTHETIC,62.24,41.46,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/area/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,2,2,0,0,equal,c,,,,percent,SYNTHETIC,23.74,25.7,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,57.4,39.8,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,71.4,58.0,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,87.29,57.77,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,66.83,38.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Meghalaya,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,46.68,23.84,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,77.61,54.31,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Meghalaya,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,44.67,28.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,40.4,27.1,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Meghalaya,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,1,0,diff,b,,,,percent,SYNTHETIC,26.58,41.76,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Meghalaya/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,,,,percent,SYNTHETIC,37.98,21.74,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/ST/area/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,1,1,0,0,equal,c,,,,percent,SYNTHETIC,24.34,26.04,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Meghalaya/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,50.94,26.93,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Meghalaya,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,52.69,26.09,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Meghalaya,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,74.81,45.27,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/ST/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Meghalaya,ST,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,52.04,35.71,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,41.44,25.27,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,82.36,58.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,,,,percent,SYNTHETIC,42.53,30.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Meghalaya/Small/number/SCvsST,AgCensus2015-16,T2-4,Meghalaya,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,56.65,72.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Meghalaya/Small/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,a,,,,percent,SYNTHETIC,56.85,36.21,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Mizoram/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Mizoram,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,30.69,50.46,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Mizoram/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Mizoram,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,,,,percent,SYNTHETIC,40.84,21.41,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Mizoram/All/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,All,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,3,0,3,0,equal,c,,,,percent,SYNTHETIC,20.48,22.43,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Mizoram/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,26.0,28.06,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Mizoram/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Mizoram,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,71.05,51.25,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Mizoram/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,77.55,59.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
